ID,Area,Industry,Industry Code,Occupation,SOC Occupation Code,Wage Type,Year,Measure Names,State Name,Year,Measure Values
699878236,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Fundraisers,13-1131,Hourly wage,2025,ExperienceWage,Michigan,2025,36.9
699878236,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Fundraisers,13-1131,Hourly wage,2025,Wage at 90 Percentile,Michigan,2025,48.88
699878236,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Fundraisers,13-1131,Hourly wage,2025,Wage at 75 Percentile,Michigan,2025,37.28
699878236,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Fundraisers,13-1131,Hourly wage,2025,Median Wage,Michigan,2025,30.11
699878236,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Fundraisers,13-1131,Hourly wage,2025,Wage at 25 Percentile,Michigan,2025,23.52
699878236,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Fundraisers,13-1131,Hourly wage,2025,Wage at 10 Percentile,Michigan,2025,20.56
699878236,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Fundraisers,13-1131,Hourly wage,2025,Entry Level Wage,Michigan,2025,21.54
699878236,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Fundraisers,13-1131,Hourly wage,2025,Mean Wage,Michigan,2025,31.83
699878236,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Fundraisers,13-1131,Hourly wage,2025,Total Employment,Michigan,2025,100
699878238,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,"Compensation, Benefits, and Job Analysis Specialists",13-1141,Hourly wage,2025,ExperienceWage,Michigan,2025,36.36
699878238,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,"Compensation, Benefits, and Job Analysis Specialists",13-1141,Hourly wage,2025,Wage at 90 Percentile,Michigan,2025,47.11
699878238,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,"Compensation, Benefits, and Job Analysis Specialists",13-1141,Hourly wage,2025,Wage at 75 Percentile,Michigan,2025,38.51
699878238,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,"Compensation, Benefits, and Job Analysis Specialists",13-1141,Hourly wage,2025,Median Wage,Michigan,2025,28.72
699878238,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,"Compensation, Benefits, and Job Analysis Specialists",13-1141,Hourly wage,2025,Wage at 25 Percentile,Michigan,2025,25.74
699878238,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,"Compensation, Benefits, and Job Analysis Specialists",13-1141,Hourly wage,2025,Wage at 10 Percentile,Michigan,2025,23.74
699878238,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,"Compensation, Benefits, and Job Analysis Specialists",13-1141,Hourly wage,2025,Entry Level Wage,Michigan,2025,23.85
699878238,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,"Compensation, Benefits, and Job Analysis Specialists",13-1141,Hourly wage,2025,Mean Wage,Michigan,2025,32.23
699878238,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,"Compensation, Benefits, and Job Analysis Specialists",13-1141,Hourly wage,2025,Total Employment,Michigan,2025,30
699878240,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Training and Development Specialists,13-1151,Hourly wage,2025,ExperienceWage,Michigan,2025,37.05
699878240,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Training and Development Specialists,13-1151,Hourly wage,2025,Wage at 90 Percentile,Michigan,2025,48.18
699878240,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Training and Development Specialists,13-1151,Hourly wage,2025,Wage at 75 Percentile,Michigan,2025,38.6
699878240,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Training and Development Specialists,13-1151,Hourly wage,2025,Median Wage,Michigan,2025,28.15
699878240,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Training and Development Specialists,13-1151,Hourly wage,2025,Wage at 25 Percentile,Michigan,2025,22.25
699878240,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Training and Development Specialists,13-1151,Hourly wage,2025,Wage at 10 Percentile,Michigan,2025,17.32
699878240,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Training and Development Specialists,13-1151,Hourly wage,2025,Entry Level Wage,Michigan,2025,19.62
699878240,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Training and Development Specialists,13-1151,Hourly wage,2025,Mean Wage,Michigan,2025,31.3
699878240,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Training and Development Specialists,13-1151,Hourly wage,2025,Total Employment,Michigan,2025,170
699878242,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Market Research Analysts and Marketing Specialists,13-1161,Hourly wage,2025,ExperienceWage,Michigan,2025,37.39
699878242,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Market Research Analysts and Marketing Specialists,13-1161,Hourly wage,2025,Wage at 90 Percentile,Michigan,2025,48.94
699878242,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Market Research Analysts and Marketing Specialists,13-1161,Hourly wage,2025,Wage at 75 Percentile,Michigan,2025,36.6
699878242,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Market Research Analysts and Marketing Specialists,13-1161,Hourly wage,2025,Median Wage,Michigan,2025,26.68
699878242,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Market Research Analysts and Marketing Specialists,13-1161,Hourly wage,2025,Wage at 25 Percentile,Michigan,2025,21.09
699878242,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Market Research Analysts and Marketing Specialists,13-1161,Hourly wage,2025,Wage at 10 Percentile,Michigan,2025,16.19
699878242,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Market Research Analysts and Marketing Specialists,13-1161,Hourly wage,2025,Entry Level Wage,Michigan,2025,18.36
699878242,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Market Research Analysts and Marketing Specialists,13-1161,Hourly wage,2025,Mean Wage,Michigan,2025,31.11
699878242,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Market Research Analysts and Marketing Specialists,13-1161,Hourly wage,2025,Total Employment,Michigan,2025,490
699878244,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,"Business Operations Specialists, All Other",13-1199,Hourly wage,2025,ExperienceWage,Michigan,2025,43.8
699878244,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,"Business Operations Specialists, All Other",13-1199,Hourly wage,2025,Wage at 90 Percentile,Michigan,2025,55.71
699878244,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,"Business Operations Specialists, All Other",13-1199,Hourly wage,2025,Wage at 75 Percentile,Michigan,2025,42.46
699878244,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,"Business Operations Specialists, All Other",13-1199,Hourly wage,2025,Median Wage,Michigan,2025,36.69
699878244,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,"Business Operations Specialists, All Other",13-1199,Hourly wage,2025,Wage at 25 Percentile,Michigan,2025,29.17
699878244,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,"Business Operations Specialists, All Other",13-1199,Hourly wage,2025,Wage at 10 Percentile,Michigan,2025,23.05
699878244,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,"Business Operations Specialists, All Other",13-1199,Hourly wage,2025,Entry Level Wage,Michigan,2025,24.99
699878244,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,"Business Operations Specialists, All Other",13-1199,Hourly wage,2025,Mean Wage,Michigan,2025,37.6
699878244,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,"Business Operations Specialists, All Other",13-1199,Hourly wage,2025,Total Employment,Michigan,2025,410
699878246,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Accountants and Auditors,13-2011,Hourly wage,2025,ExperienceWage,Michigan,2025,44.3
699878246,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Accountants and Auditors,13-2011,Hourly wage,2025,Wage at 90 Percentile,Michigan,2025,59.11
699878246,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Accountants and Auditors,13-2011,Hourly wage,2025,Wage at 75 Percentile,Michigan,2025,42.57
699878246,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Accountants and Auditors,13-2011,Hourly wage,2025,Median Wage,Michigan,2025,33.55
699878246,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Accountants and Auditors,13-2011,Hourly wage,2025,Wage at 25 Percentile,Michigan,2025,28.24
699878246,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Accountants and Auditors,13-2011,Hourly wage,2025,Wage at 10 Percentile,Michigan,2025,22.99
699878246,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Accountants and Auditors,13-2011,Hourly wage,2025,Entry Level Wage,Michigan,2025,24.66
699878246,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Accountants and Auditors,13-2011,Hourly wage,2025,Mean Wage,Michigan,2025,37.82
699878246,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Accountants and Auditors,13-2011,Hourly wage,2025,Total Employment,Michigan,2025,1150
699878248,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Property Appraisers and Assessors,13-2020,Hourly wage,2025,ExperienceWage,Michigan,2025,36.59
699878248,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Property Appraisers and Assessors,13-2020,Hourly wage,2025,Wage at 90 Percentile,Michigan,2025,44.23
699878248,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Property Appraisers and Assessors,13-2020,Hourly wage,2025,Wage at 75 Percentile,Michigan,2025,39.02
699878248,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Property Appraisers and Assessors,13-2020,Hourly wage,2025,Median Wage,Michigan,2025,31.38
699878248,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Property Appraisers and Assessors,13-2020,Hourly wage,2025,Wage at 25 Percentile,Michigan,2025,25
699878248,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Property Appraisers and Assessors,13-2020,Hourly wage,2025,Wage at 10 Percentile,Michigan,2025,18.95
699878248,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Property Appraisers and Assessors,13-2020,Hourly wage,2025,Entry Level Wage,Michigan,2025,21.73
699878248,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Property Appraisers and Assessors,13-2020,Hourly wage,2025,Mean Wage,Michigan,2025,31.69
699878248,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Property Appraisers and Assessors,13-2020,Hourly wage,2025,Total Employment,Michigan,2025,110
699878250,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Financial and Investment Analysts,13-2051,Hourly wage,2025,ExperienceWage,Michigan,2025,49.47
699878250,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Financial and Investment Analysts,13-2051,Hourly wage,2025,Wage at 90 Percentile,Michigan,2025,60.62
699878250,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Financial and Investment Analysts,13-2051,Hourly wage,2025,Wage at 75 Percentile,Michigan,2025,46.64
699878250,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Financial and Investment Analysts,13-2051,Hourly wage,2025,Median Wage,Michigan,2025,37.73
699878250,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Financial and Investment Analysts,13-2051,Hourly wage,2025,Wage at 25 Percentile,Michigan,2025,31.48
699878250,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Financial and Investment Analysts,13-2051,Hourly wage,2025,Wage at 10 Percentile,Michigan,2025,28.34
699878250,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Financial and Investment Analysts,13-2051,Hourly wage,2025,Entry Level Wage,Michigan,2025,29.22
699878250,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Financial and Investment Analysts,13-2051,Hourly wage,2025,Mean Wage,Michigan,2025,42.79
699878250,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Financial and Investment Analysts,13-2051,Hourly wage,2025,Total Employment,Michigan,2025,90
699878252,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Personal Financial Advisors,13-2052,Hourly wage,2025,ExperienceWage,Michigan,2025,55.98
699878252,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Personal Financial Advisors,13-2052,Hourly wage,2025,Wage at 90 Percentile,Michigan,2025,97.9
699878252,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Personal Financial Advisors,13-2052,Hourly wage,2025,Wage at 75 Percentile,Michigan,2025,61.37
699878252,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Personal Financial Advisors,13-2052,Hourly wage,2025,Median Wage,Michigan,2025,29.65
699878252,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Personal Financial Advisors,13-2052,Hourly wage,2025,Wage at 25 Percentile,Michigan,2025,23.46
699878252,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Personal Financial Advisors,13-2052,Hourly wage,2025,Wage at 10 Percentile,Michigan,2025,21.29
699878252,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Personal Financial Advisors,13-2052,Hourly wage,2025,Entry Level Wage,Michigan,2025,21.29
699878252,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Personal Financial Advisors,13-2052,Hourly wage,2025,Mean Wage,Michigan,2025,44.53
699878252,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Personal Financial Advisors,13-2052,Hourly wage,2025,Total Employment,Michigan,2025,90
699878254,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Insurance Underwriters,13-2053,Hourly wage,2025,ExperienceWage,Michigan,2025,36.52
699878254,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Insurance Underwriters,13-2053,Hourly wage,2025,Wage at 90 Percentile,Michigan,2025,47.75
699878254,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Insurance Underwriters,13-2053,Hourly wage,2025,Wage at 75 Percentile,Michigan,2025,35.96
699878254,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Insurance Underwriters,13-2053,Hourly wage,2025,Median Wage,Michigan,2025,28.61
699878254,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Insurance Underwriters,13-2053,Hourly wage,2025,Wage at 25 Percentile,Michigan,2025,22.6
699878254,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Insurance Underwriters,13-2053,Hourly wage,2025,Wage at 10 Percentile,Michigan,2025,21.84
699878254,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Insurance Underwriters,13-2053,Hourly wage,2025,Entry Level Wage,Michigan,2025,21.35
699878254,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Insurance Underwriters,13-2053,Hourly wage,2025,Mean Wage,Michigan,2025,31.52
699878254,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Insurance Underwriters,13-2053,Hourly wage,2025,Total Employment,Michigan,2025,40
699878256,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Financial Risk Specialists,13-2054,Hourly wage,2025,ExperienceWage,Michigan,2025,9999.99
699878256,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Financial Risk Specialists,13-2054,Hourly wage,2025,Wage at 90 Percentile,Michigan,2025,9999.99
699878256,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Financial Risk Specialists,13-2054,Hourly wage,2025,Wage at 75 Percentile,Michigan,2025,9999.99
699878256,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Financial Risk Specialists,13-2054,Hourly wage,2025,Median Wage,Michigan,2025,9999.99
699878256,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Financial Risk Specialists,13-2054,Hourly wage,2025,Wage at 25 Percentile,Michigan,2025,9999.99
699878256,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Financial Risk Specialists,13-2054,Hourly wage,2025,Wage at 10 Percentile,Michigan,2025,9999.99
699878256,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Financial Risk Specialists,13-2054,Hourly wage,2025,Entry Level Wage,Michigan,2025,9999.99
699878256,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Financial Risk Specialists,13-2054,Hourly wage,2025,Mean Wage,Michigan,2025,9999.99
699878256,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Financial Risk Specialists,13-2054,Hourly wage,2025,Total Employment,Michigan,2025,
699878258,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Loan Officers,13-2072,Hourly wage,2025,ExperienceWage,Michigan,2025,47.15
699878258,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Loan Officers,13-2072,Hourly wage,2025,Wage at 90 Percentile,Michigan,2025,61.59
699878258,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Loan Officers,13-2072,Hourly wage,2025,Wage at 75 Percentile,Michigan,2025,48.43
699878258,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Loan Officers,13-2072,Hourly wage,2025,Median Wage,Michigan,2025,35.64
699878258,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Loan Officers,13-2072,Hourly wage,2025,Wage at 25 Percentile,Michigan,2025,27.81
699878258,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Loan Officers,13-2072,Hourly wage,2025,Wage at 10 Percentile,Michigan,2025,22.78
699878258,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Loan Officers,13-2072,Hourly wage,2025,Entry Level Wage,Michigan,2025,23.5
699878258,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Loan Officers,13-2072,Hourly wage,2025,Mean Wage,Michigan,2025,39.34
699878258,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Loan Officers,13-2072,Hourly wage,2025,Total Employment,Michigan,2025,240
699878260,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,"Tax Examiners and Collectors, and Revenue Agents",13-2081,Hourly wage,2025,ExperienceWage,Michigan,2025,31.06
699878260,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,"Tax Examiners and Collectors, and Revenue Agents",13-2081,Hourly wage,2025,Wage at 90 Percentile,Michigan,2025,35.96
699878260,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,"Tax Examiners and Collectors, and Revenue Agents",13-2081,Hourly wage,2025,Wage at 75 Percentile,Michigan,2025,35.5
699878260,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,"Tax Examiners and Collectors, and Revenue Agents",13-2081,Hourly wage,2025,Median Wage,Michigan,2025,24.19
699878260,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,"Tax Examiners and Collectors, and Revenue Agents",13-2081,Hourly wage,2025,Wage at 25 Percentile,Michigan,2025,15.55
699878260,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,"Tax Examiners and Collectors, and Revenue Agents",13-2081,Hourly wage,2025,Wage at 10 Percentile,Michigan,2025,15.2
699878260,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,"Tax Examiners and Collectors, and Revenue Agents",13-2081,Hourly wage,2025,Entry Level Wage,Michigan,2025,15.66
699878260,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,"Tax Examiners and Collectors, and Revenue Agents",13-2081,Hourly wage,2025,Mean Wage,Michigan,2025,25.98
699878260,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,"Tax Examiners and Collectors, and Revenue Agents",13-2081,Hourly wage,2025,Total Employment,Michigan,2025,110
699878262,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer and Mathematical Occupations,15-0000,Hourly wage,2025,ExperienceWage,Michigan,2025,48.32
699878262,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer and Mathematical Occupations,15-0000,Hourly wage,2025,Wage at 90 Percentile,Michigan,2025,62.36
699878262,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer and Mathematical Occupations,15-0000,Hourly wage,2025,Wage at 75 Percentile,Michigan,2025,48.13
699878262,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer and Mathematical Occupations,15-0000,Hourly wage,2025,Median Wage,Michigan,2025,36.83
699878262,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer and Mathematical Occupations,15-0000,Hourly wage,2025,Wage at 25 Percentile,Michigan,2025,28.35
699878262,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer and Mathematical Occupations,15-0000,Hourly wage,2025,Wage at 10 Percentile,Michigan,2025,21.21
699878262,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer and Mathematical Occupations,15-0000,Hourly wage,2025,Entry Level Wage,Michigan,2025,23.66
699878262,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer and Mathematical Occupations,15-0000,Hourly wage,2025,Mean Wage,Michigan,2025,40.18
699878262,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer and Mathematical Occupations,15-0000,Hourly wage,2025,Total Employment,Michigan,2025,1720
699878264,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer Systems Analysts,15-1211,Hourly wage,2025,ExperienceWage,Michigan,2025,52.07
699878264,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer Systems Analysts,15-1211,Hourly wage,2025,Wage at 90 Percentile,Michigan,2025,64.06
699878264,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer Systems Analysts,15-1211,Hourly wage,2025,Wage at 75 Percentile,Michigan,2025,50.9
699878264,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer Systems Analysts,15-1211,Hourly wage,2025,Median Wage,Michigan,2025,44.4
699878264,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer Systems Analysts,15-1211,Hourly wage,2025,Wage at 25 Percentile,Michigan,2025,34.51
699878264,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer Systems Analysts,15-1211,Hourly wage,2025,Wage at 10 Percentile,Michigan,2025,27.01
699878264,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer Systems Analysts,15-1211,Hourly wage,2025,Entry Level Wage,Michigan,2025,29.66
699878264,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer Systems Analysts,15-1211,Hourly wage,2025,Mean Wage,Michigan,2025,44.68
699878264,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer Systems Analysts,15-1211,Hourly wage,2025,Total Employment,Michigan,2025,160
699878266,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Information Security Analysts,15-1212,Hourly wage,2025,ExperienceWage,Michigan,2025,54.29
699878266,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Information Security Analysts,15-1212,Hourly wage,2025,Wage at 90 Percentile,Michigan,2025,73.97
699878266,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Information Security Analysts,15-1212,Hourly wage,2025,Wage at 75 Percentile,Michigan,2025,53.45
699878266,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Information Security Analysts,15-1212,Hourly wage,2025,Median Wage,Michigan,2025,46.15
699878266,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Information Security Analysts,15-1212,Hourly wage,2025,Wage at 25 Percentile,Michigan,2025,34.44
699878266,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Information Security Analysts,15-1212,Hourly wage,2025,Wage at 10 Percentile,Michigan,2025,28.72
699878266,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Information Security Analysts,15-1212,Hourly wage,2025,Entry Level Wage,Michigan,2025,30.13
699878266,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Information Security Analysts,15-1212,Hourly wage,2025,Mean Wage,Michigan,2025,46.32
699878266,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Information Security Analysts,15-1212,Hourly wage,2025,Total Employment,Michigan,2025,40
699878268,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer Network Support Specialists,15-1231,Hourly wage,2025,ExperienceWage,Michigan,2025,35.09
699878268,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer Network Support Specialists,15-1231,Hourly wage,2025,Wage at 90 Percentile,Michigan,2025,42.94
699878268,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer Network Support Specialists,15-1231,Hourly wage,2025,Wage at 75 Percentile,Michigan,2025,34.49
699878268,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer Network Support Specialists,15-1231,Hourly wage,2025,Median Wage,Michigan,2025,26.56
699878268,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer Network Support Specialists,15-1231,Hourly wage,2025,Wage at 25 Percentile,Michigan,2025,22.96
699878268,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer Network Support Specialists,15-1231,Hourly wage,2025,Wage at 10 Percentile,Michigan,2025,19.48
699878268,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer Network Support Specialists,15-1231,Hourly wage,2025,Entry Level Wage,Michigan,2025,20.79
699878268,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer Network Support Specialists,15-1231,Hourly wage,2025,Mean Wage,Michigan,2025,30.37
699878268,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer Network Support Specialists,15-1231,Hourly wage,2025,Total Employment,Michigan,2025,60
699878270,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer User Support Specialists,15-1232,Hourly wage,2025,ExperienceWage,Michigan,2025,31.83
699878270,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer User Support Specialists,15-1232,Hourly wage,2025,Wage at 90 Percentile,Michigan,2025,38.16
699878270,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer User Support Specialists,15-1232,Hourly wage,2025,Wage at 75 Percentile,Michigan,2025,32.9
699878270,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer User Support Specialists,15-1232,Hourly wage,2025,Median Wage,Michigan,2025,26.95
699878270,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer User Support Specialists,15-1232,Hourly wage,2025,Wage at 25 Percentile,Michigan,2025,21.14
699878270,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer User Support Specialists,15-1232,Hourly wage,2025,Wage at 10 Percentile,Michigan,2025,15.71
699878270,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer User Support Specialists,15-1232,Hourly wage,2025,Entry Level Wage,Michigan,2025,18.36
699878270,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer User Support Specialists,15-1232,Hourly wage,2025,Mean Wage,Michigan,2025,27.39
699878270,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer User Support Specialists,15-1232,Hourly wage,2025,Total Employment,Michigan,2025,480
699878272,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer Network Architects,15-1241,Hourly wage,2025,ExperienceWage,Michigan,2025,40.66
699878272,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer Network Architects,15-1241,Hourly wage,2025,Wage at 90 Percentile,Michigan,2025,53.46
699878272,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer Network Architects,15-1241,Hourly wage,2025,Wage at 75 Percentile,Michigan,2025,40.6
699878272,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer Network Architects,15-1241,Hourly wage,2025,Median Wage,Michigan,2025,29.87
699878272,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer Network Architects,15-1241,Hourly wage,2025,Wage at 25 Percentile,Michigan,2025,29.86
699878272,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer Network Architects,15-1241,Hourly wage,2025,Wage at 10 Percentile,Michigan,2025,23.41
699878272,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer Network Architects,15-1241,Hourly wage,2025,Entry Level Wage,Michigan,2025,26.2
699878272,BOS - Northwest Lower Peninsula,"Total, All Industries",000000,Computer Network Architects,15-1241,Hourly wage,2025,Mean Wage,Michigan,2025,35.89
